ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
6812,2000,France,Nouvelle-Aquitaine,Barley,2545.11,11.68,3.91,8,12.13,7.38,66.14,83.11,Manajemen Air,24.98
6813,2021,Canada,British Columbia,Sugarcane,2645.19,23.89,0.846,9,36.43,36.98,79.48,86.14,Tanaman Tahan Kekeringan,9.86
6814,2000,Nigeria,South West,Cotton,734.93,13.17,2.52,5,63.14,36.04,37.23,73.57,Tanpa Adaptasi,-0.37
6815,1996,India,Tamil Nadu,Rice,977.92,23.19,1.854,10,58.62,33.0,4.55,31.16,Tanaman Tahan Kekeringan,8.67
6816,2022,Canada,British Columbia,Soybeans,1715.92,28.7,1.26,0,26.37,14.97,63.66,70.76,Tanaman Tahan Kekeringan,8.2
6817,1993,USA,Northeast,Soybeans,837.8,3.07,2.36,5,39.28,20.95,55.34,56.84,Manajemen Air,3.86
6818,2006,India,Tamil Nadu,Soybeans,468.96,18.07,2.853,7,24.66,43.75,48.51,36.3,Rotasi Tanaman,10.36
6819,2011,Argentina,Pampas,Rice,2516.88,16.89,1.332,9,32.7,33.0,22.43,35.28,Rotasi Tanaman,20.32
6820,2012,Canada,Quebec,Coffee,2060.33,25.56,4.113,5,38.35,45.36,41.63,31.82,Tanpa Adaptasi,13.43
6821,2002,Russia,Volga,Wheat,1915.53,14.53,2.27,2,78.48,49.66,89.64,70.88,Tanpa Adaptasi,2.16
6822,2004,USA,West,Wheat,805.86,2.5,2.9,5,60.23,8.28,86.62,71.19,Manajemen Air,2.77
6823,2006,Argentina,Northeast,Soybeans,2100.28,26.0,1.386,1,60.6,21.17,96.49,58.04,Pertanian Organik,1.54
6824,1997,USA,Midwest,Sugarcane,2221.68,5.1,1.67,7,22.03,15.91,60.3,41.13,Pertanian Organik,29.85
6825,1990,Canada,Ontario,Fruits,2764.6,17.65,2.052,7,65.96,25.78,72.31,52.75,Pertanian Organik,15.5
6826,2024,France,Provence-Alpes-Cote d’Azur,Rice,2894.15,8.07,2.238219358974359,7,59.9,26.51,74.44,38.94,Tanaman Tahan Kekeringan,16.78
6827,1993,Australia,Western Australia,Fruits,2635.32,2.68,3.9,7,13.46,13.59,7.35,50.21,Tanpa Adaptasi,14.82
6828,2008,France,Ile-de-France,Corn,2890.34,7.04,0.88,6,73.97,7.22,18.46,66.85,Manajemen Air,5.59
6829,2010,China,North,Wheat,2014.5,24.46,1.755,6,69.6,44.25,11.49,79.02,Tanpa Adaptasi,31.28
6830,1994,Russia,Central,Barley,1183.67,23.59,2.1870000000000003,4,41.43,17.32,66.73,86.27,Tanaman Tahan Kekeringan,27.71
6831,2001,USA,Midwest,Wheat,972.93,28.1,2.007,0,76.34,0.19,68.57,82.51,Tanpa Adaptasi,17.38
6832,2005,Nigeria,South West,Coffee,2957.39,11.75,4.14,3,74.86,19.19,51.51,91.44,Manajemen Air,12.0
6833,1992,Nigeria,South East,Sugarcane,882.62,29.08,0.909,2,55.39457475380484,43.57,49.75,51.73,Tanpa Adaptasi,8.97
6834,1994,Russia,Volga,Coffee,730.03,23.01,1.791,9,92.69,45.77,86.82,78.63,Tanaman Tahan Kekeringan,30.25
6835,2017,Canada,Ontario,Fruits,2407.33,10.53,2.238219358974359,0,87.42,38.04,82.02,84.34,Pertanian Organik,33.05
6836,2000,USA,Midwest,Wheat,469.17,18.76,3.411,3,45.97,1.9,86.16,90.76,Tanpa Adaptasi,28.69
6837,2008,Argentina,Northwest,Corn,2385.24,28.94,0.9,3,93.7,11.37,16.79,30.22,Manajemen Air,4.22
6838,1997,China,South,Wheat,1951.28,16.42,2.238219358974359,6,71.18,5.11,58.42,50.45,Pertanian Organik,29.23
6839,2016,Australia,Queensland,Vegetables,1799.75,6.91,3.06,9,84.26,27.78,71.84,87.18,Pertanian Organik,33.26
6840,2001,Australia,New South Wales,Vegetables,2490.31,27.99,2.4480000000000004,7,48.02,40.37,40.84,63.27,Manajemen Air,17.11
6841,2022,India,Punjab,Sugarcane,2954.9,6.42,0.54,2,24.25,0.29,24.06,67.58,Rotasi Tanaman,6.59
6842,2008,USA,South,Fruits,274.22,10.67,0.63,2,79.05,22.89,96.04,32.58,Tanpa Adaptasi,8.39
6843,2016,Nigeria,South East,Vegetables,1710.17,14.74,3.78,7,11.55,16.87,47.93,80.75,Manajemen Air,20.89
6844,1991,Brazil,North,Soybeans,2604.59,28.07,2.052,6,68.22,2.16,56.1,53.85,Tanpa Adaptasi,21.3
6845,1993,Argentina,Northwest,Rice,872.1,5.4,2.17,6,23.34,33.73,48.82,40.31,Tanaman Tahan Kekeringan,2.54
6846,2023,USA,Midwest,Coffee,1884.72,25.85,1.827,3,68.1,27.74,64.76,73.08,Rotasi Tanaman,22.1
6847,1999,Russia,Volga,Vegetables,1493.56,25.44,1.1700000000000002,3,97.65,0.85,86.52,36.09,Pertanian Organik,30.85
6848,1995,Australia,Western Australia,Vegetables,2982.6,10.02,1.47,6,65.36,45.88,34.36,89.53,Manajemen Air,30.99
6849,2021,India,Maharashtra,Soybeans,1342.22,7.05,2.238219358974359,7,40.09,8.92,27.63,91.03,Tanpa Adaptasi,7.31
6850,1997,Australia,Victoria,Sugarcane,1467.99,22.71,1.386,10,22.84,7.56,66.48,95.78,Tanaman Tahan Kekeringan,34.75
6851,2007,China,North,Sugarcane,1646.89,11.21,2.04,10,25.3,32.98,68.66,91.42,Pertanian Organik,24.47
6852,2003,USA,Midwest,Corn,2042.99,16.68,2.745,3,27.47,26.07,63.49,44.59,Manajemen Air,31.66
6853,2005,India,Punjab,Corn,2861.44,23.27,1.413,8,75.16,23.52,2.16,60.56,Manajemen Air,25.39
6854,2008,France,Ile-de-France,Corn,1518.25,23.06,1.017,6,40.51,16.7,4.41,31.34,Rotasi Tanaman,-2.03
6855,2012,China,South,Vegetables,2259.84,19.72,0.873,3,80.43,17.48,9.35,49.17,Rotasi Tanaman,32.8
6856,2011,Brazil,South,Fruits,1615.5030597110344,5.12,4.0,10,97.87,0.07,52.22,44.64,Manajemen Air,13.29
6857,2022,Brazil,North,Cotton,2488.69,1.05,1.33,3,78.97,37.76,12.71,88.91,Tanpa Adaptasi,1.46
6858,1999,Argentina,Patagonia,Sugarcane,2812.56,27.2,0.63,5,16.13,39.34,69.31,39.13,Manajemen Air,-3.04
6859,2004,France,Ile-de-France,Wheat,825.28,10.67,2.238219358974359,3,34.81,44.62,62.97,82.21,Pertanian Organik,-1.84
6860,1991,China,South,Wheat,2306.24,25.24,2.268,4,70.19,22.21,24.18,35.28,Pertanian Organik,14.89
6861,2022,Argentina,Northeast,Wheat,2391.74,18.38,1.413,9,91.82,10.04,30.96,64.41,Manajemen Air,7.71
6862,2024,Russia,Central,Barley,1567.3,13.95,1.63,0,37.43,34.07,34.66,55.3,Manajemen Air,24.9
6863,2002,Canada,British Columbia,Wheat,396.83,4.6,0.5850000000000001,2,11.68,21.97,7.21,42.93,Rotasi Tanaman,8.75
6864,2022,France,Ile-de-France,Barley,1615.5030597110344,12.38,3.74,2,63.19,34.43,67.47,34.0,Pertanian Organik,29.19
6865,2012,India,West Bengal,Wheat,1740.23,13.36,3.65,0,42.4,8.93,60.96,45.96,Tanaman Tahan Kekeringan,25.79
6866,1995,Canada,Quebec,Fruits,2376.88,27.77,1.566,2,92.92,49.64,83.09,38.69,Pertanian Organik,19.95
6867,2001,Australia,Victoria,Corn,1471.92,5.91,3.76,6,62.9,22.03,71.54,99.16,Tanpa Adaptasi,28.14
6868,1991,China,South,Soybeans,2659.63,22.53,1.242,0,32.22,36.46,6.99,56.14,Pertanian Organik,29.98
6869,2013,India,Punjab,Rice,394.04,15.53,2.238219358974359,6,57.87,10.05,89.07,87.92,Tanpa Adaptasi,11.94
6870,2014,Russia,Volga,Wheat,1615.5030597110344,16.83,1.278,3,97.43,11.77,11.87,69.37,Rotasi Tanaman,-0.7
6871,2007,France,Ile-de-France,Sugarcane,1458.09,11.49,1.95,0,60.09,46.85,56.73,87.55,Tanaman Tahan Kekeringan,29.76
6872,2005,China,East,Coffee,2232.77,4.15,2.16,5,96.97,32.89,96.69,71.17,Tanpa Adaptasi,27.48
6873,2022,France,Grand Est,Vegetables,1861.2,29.01,2.124,4,94.68,38.32,69.93,63.9,Rotasi Tanaman,31.89
6874,1994,Nigeria,South East,Barley,905.84,18.95,0.5040000000000001,3,57.4,41.06,53.26,66.34,Pertanian Organik,-1.5
6875,2012,USA,South,Rice,1364.47,8.22,4.18,4,68.36,32.53,71.58,78.06,Manajemen Air,11.88
6876,2003,France,Nouvelle-Aquitaine,Corn,2939.98,16.34,3.303,4,58.02,7.77,54.09,49.22,Manajemen Air,24.35
6877,1995,India,Tamil Nadu,Coffee,744.01,1.91,1.84,9,14.72,42.27,76.53,33.15,Pertanian Organik,11.17
6878,2004,India,Maharashtra,Fruits,1303.9,15.77,4.428,8,80.48,8.68,60.95,71.07,Tanaman Tahan Kekeringan,14.86
6879,2021,China,North,Wheat,775.63,26.64,2.238219358974359,10,88.38,28.47,90.99,34.46,Rotasi Tanaman,15.17
6880,2001,China,Central,Barley,1854.25,20.24,3.483,5,32.05,3.11,2.54,67.66,Pertanian Organik,17.38
6881,2023,India,Tamil Nadu,Sugarcane,2879.03,6.58,1.43,9,70.56,19.53,33.9,91.04,Tanpa Adaptasi,-0.44
6882,1999,China,North,Vegetables,1818.79,16.76,0.5940000000000001,0,56.72,20.66,93.95,89.44,Tanpa Adaptasi,7.7
6883,2004,USA,West,Wheat,1143.0,19.97,0.621,0,10.78,23.34,31.73,93.84,Pertanian Organik,7.78
6884,1990,France,Grand Est,Barley,1981.22,11.94,4.17,0,60.56,16.87,80.52,33.74,Rotasi Tanaman,11.96
6885,1995,Russia,Siberian,Vegetables,1636.64,8.41,0.54,9,76.72,8.19,69.3,68.85,Manajemen Air,7.56
6886,2018,India,West Bengal,Rice,2535.88,20.92,1.764,9,64.51,20.07,65.38,76.11,Tanpa Adaptasi,26.93
6887,2008,China,North,Coffee,1647.37,3.58,1.11,6,48.63,1.58,91.33,89.0,Manajemen Air,2.46
6888,2016,Nigeria,South West,Corn,2251.09,29.66,1.017,2,50.45,11.55,33.71,30.84,Manajemen Air,33.74
6889,2014,Nigeria,North West,Sugarcane,311.71,22.4,1.611,5,67.93,4.19,77.71,56.1,Rotasi Tanaman,25.14
6890,1991,China,South,Vegetables,1509.39,7.2,2.56,0,78.62,10.99,44.64,43.56,Rotasi Tanaman,1.28
6891,2010,Russia,Northwestern,Sugarcane,338.93,26.94,2.601,5,73.03,24.43,30.96,68.61,Tanpa Adaptasi,22.02
6892,1997,China,North,Cotton,951.23,24.43,3.051,0,66.98,5.85,33.44,78.6,Tanpa Adaptasi,21.46
6893,1996,Canada,British Columbia,Rice,803.82,11.11,1.51,6,52.43,0.61,73.84,78.74,Pertanian Organik,4.03
6894,1993,Australia,Queensland,Rice,2759.73,12.12,2.21,2,48.13,20.97,83.8,39.15,Rotasi Tanaman,-2.15
6895,2005,Argentina,Northwest,Corn,594.37,6.57,4.67,6,52.07,0.69,84.08,83.07,Tanaman Tahan Kekeringan,17.63
6896,2020,Argentina,Northwest,Cotton,902.73,14.51,2.35,0,85.44,22.98,95.27,36.46,Pertanian Organik,27.36
6897,2009,France,Ile-de-France,Cotton,2432.28,28.83,1.719,5,48.88,33.99,94.88,86.51,Tanaman Tahan Kekeringan,4.71
6898,1991,France,Provence-Alpes-Cote d’Azur,Fruits,2768.25,6.01,3.05,5,23.73,43.05,63.27,77.25,Tanpa Adaptasi,35.0
6899,2022,India,Tamil Nadu,Wheat,2034.73,27.44,3.204,1,25.14,23.04,13.31,36.56,Rotasi Tanaman,29.5
6900,2015,Argentina,Northwest,Rice,981.83,8.23,2.13,7,88.82,45.51,10.06,41.02,Rotasi Tanaman,10.25
6901,2012,Nigeria,South East,Sugarcane,2239.26,0.83,4.15,10,68.33,49.49,81.63,73.8,Pertanian Organik,19.65
6902,1995,India,Punjab,Soybeans,2987.11,9.81,2.51,6,76.71,39.87,17.91,52.72,Rotasi Tanaman,-4.75
6903,2008,France,Ile-de-France,Fruits,2348.3,4.79,2.38,8,12.07,34.02,13.18,48.12,Rotasi Tanaman,17.9
6904,2004,USA,South,Vegetables,2292.03,29.68,2.583,2,13.27,22.33,52.3,97.11,Tanpa Adaptasi,-4.37
6905,2003,Argentina,Pampas,Sugarcane,959.28,18.32,2.871,10,21.87,38.4,0.94,64.92,Rotasi Tanaman,10.33
6906,2003,France,Provence-Alpes-Cote d’Azur,Fruits,1868.14,18.55,1.377,8,61.43,13.6,36.67,84.08,Pertanian Organik,6.89
6907,1996,France,Nouvelle-Aquitaine,Soybeans,290.87,15.89,2.493,3,96.55,38.91,67.07,83.78,Tanpa Adaptasi,-0.12
6908,1999,China,East,Barley,2885.42,2.83,1.65,10,67.14,49.96,32.7,91.85,Manajemen Air,9.01
6909,2015,USA,South,Rice,1615.5030597110344,29.2,0.783,8,29.87,37.76,90.45,58.15,Rotasi Tanaman,5.07
6910,2012,China,East,Wheat,2387.26,1.61,2.79,10,87.94,6.4,72.77,87.23,Pertanian Organik,-2.91
6911,2004,China,East,Coffee,2326.01,5.58,2.49,0,69.44,7.03,46.6,63.79,Rotasi Tanaman,-0.53
6912,2004,Nigeria,North Central,Cotton,707.36,26.82,1.314,4,30.98,22.02,98.06,50.95,Tanaman Tahan Kekeringan,4.48
6913,1991,Canada,British Columbia,Wheat,365.65,23.57,1.962,5,24.36,10.77,69.9,66.1,Rotasi Tanaman,26.61
6914,2016,Brazil,Northeast,Soybeans,1786.46,3.0,0.86,5,11.75,3.33,1.08,55.99,Pertanian Organik,-4.0
6915,2002,Argentina,Northwest,Cotton,1376.94,10.72,3.13,7,37.16,46.45,39.88,60.31,Pertanian Organik,15.31
6916,2024,Canada,British Columbia,Coffee,1992.34,19.83,3.492,0,54.16,2.78,25.73,37.12,Tanaman Tahan Kekeringan,21.88
6917,2021,China,North,Fruits,1917.44,11.3,2.97,1,16.91,29.01,42.33,59.22,Tanpa Adaptasi,-3.55
6918,2016,Nigeria,South West,Vegetables,2160.96,11.2,3.33,3,19.31,7.58,97.34,34.08,Manajemen Air,33.67
6919,2011,India,Punjab,Rice,2771.8,27.14,1.4400000000000002,7,98.42,23.63,92.91,64.18,Pertanian Organik,1.49
6920,2011,Argentina,Northeast,Fruits,1565.6,23.49,2.3400000000000003,9,35.34,46.89,65.01,64.26,Tanpa Adaptasi,18.03
6921,2011,India,West Bengal,Wheat,1345.57,6.83,3.42,4,81.47,36.19,13.35,41.11,Manajemen Air,30.03
6922,2000,Brazil,North,Barley,2283.01,26.24,2.07,6,58.16,31.24,34.14,62.29,Manajemen Air,13.22
6923,2021,France,Ile-de-France,Sugarcane,1127.37,4.25,3.39,2,55.6,23.44,83.05,64.86,Tanaman Tahan Kekeringan,15.55
6924,1990,USA,South,Coffee,631.6,8.95,1.78,5,15.25,4.59,2.94,49.12,Tanpa Adaptasi,5.3
6925,2015,Argentina,Patagonia,Coffee,833.87,24.76,3.456,0,86.95,14.3,69.66,72.79,Manajemen Air,32.34
6926,2023,Argentina,Patagonia,Coffee,1082.15,20.97,2.385,9,79.25,22.88,94.94,39.97,Rotasi Tanaman,6.69
6927,1991,USA,Northeast,Coffee,2404.5,19.25,1.917,5,69.24,45.77,12.64,31.23,Manajemen Air,-1.52
6928,2014,Canada,Ontario,Wheat,2897.06,8.89,2.51,10,71.32,31.51,2.84,93.37,Tanpa Adaptasi,31.28
6929,1995,Brazil,Northeast,Barley,2785.25,24.29,1.575,5,17.13,28.94,21.61,46.73,Rotasi Tanaman,-2.35
6930,1996,India,Maharashtra,Fruits,212.45,22.7,1.179,10,78.69,10.03,11.35,48.2,Rotasi Tanaman,32.39
6931,2006,Brazil,South,Vegetables,1971.67,21.5,1.512,3,25.56,31.92,36.15,80.86,Pertanian Organik,28.91
6932,1991,Canada,British Columbia,Fruits,2359.67,14.7,1.61,0,14.53,18.39,80.44,43.91,Tanpa Adaptasi,20.49
6933,2014,USA,Northeast,Wheat,2438.63,3.8,1.43,4,70.34,5.74,63.21,94.38,Manajemen Air,-1.75
6934,2015,Canada,Ontario,Soybeans,1765.37,2.14,2.47,3,89.92,22.86,91.89,35.19,Manajemen Air,4.54
6935,1997,Canada,Prairies,Wheat,2894.84,21.33,3.42,6,67.27,15.06,7.95,67.94,Manajemen Air,28.15
6936,2000,France,Ile-de-France,Vegetables,833.03,18.14,1.6740000000000002,10,67.17,36.63,8.67,32.38,Pertanian Organik,16.59
6937,2014,Canada,British Columbia,Vegetables,224.71,7.74,2.079,8,33.76,12.69,21.25,63.9,Pertanian Organik,-2.15
6938,2022,France,Nouvelle-Aquitaine,Wheat,714.34,17.63,3.114,10,23.35,0.99,26.96,87.1,Tanaman Tahan Kekeringan,14.72
6939,2005,France,Grand Est,Wheat,486.6,9.0,1.566,6,91.7,30.36,65.73,68.07,Tanpa Adaptasi,-1.44
6940,2022,Russia,Central,Rice,1574.67,24.44,1.341,5,33.21,7.25,91.67,92.26,Tanpa Adaptasi,-4.56
6941,2002,India,Tamil Nadu,Sugarcane,2087.3,4.4,1.27,2,14.85,20.13,58.12,40.68,Pertanian Organik,1.83
6942,2003,USA,South,Corn,1615.5030597110344,14.45,2.42,6,16.27,22.91,65.01,86.87,Tanpa Adaptasi,26.95
6943,2001,Nigeria,South East,Sugarcane,1072.65,18.75,3.042,5,61.85,11.98,70.77,78.35,Tanaman Tahan Kekeringan,21.79
6944,1997,Canada,British Columbia,Barley,2327.57,20.36,3.672,10,20.09,42.72,46.43,85.76,Pertanian Organik,18.6
6945,2013,Russia,Volga,Rice,2857.73,14.11,2.88,6,36.93,18.54,14.47,80.15,Pertanian Organik,-2.74
6946,1999,Argentina,Northeast,Vegetables,1981.96,3.83,3.55,10,21.6,15.68,19.08,55.14,Pertanian Organik,16.63
6947,2000,India,Punjab,Corn,1343.46,4.89,0.89,0,70.54,22.36,92.03,90.36,Tanpa Adaptasi,-1.31
6948,1994,Brazil,South,Rice,705.7,17.21,3.276,5,83.56,22.38,60.25,84.04,Rotasi Tanaman,21.45
6949,2023,USA,Northeast,Corn,2665.76,18.69,1.683,8,61.92,28.93,11.47,43.65,Rotasi Tanaman,3.97
6950,2002,France,Ile-de-France,Wheat,1087.45,21.98,2.124,9,55.39457475380484,26.23,19.98,67.0,Tanpa Adaptasi,17.07
6951,2006,India,Tamil Nadu,Wheat,1615.5030597110344,5.81,1.27,0,75.22,28.98,70.44,37.14,Rotasi Tanaman,33.25
6952,2013,India,Tamil Nadu,Fruits,1904.94,15.82,0.882,2,99.45,26.52,16.96,50.15,Manajemen Air,9.22
6953,1994,China,South,Corn,1562.0,17.62,1.26,5,68.32,3.11,22.49,54.32,Rotasi Tanaman,29.75
6954,1999,Russia,Volga,Soybeans,2181.96,28.04,2.394,4,14.56,40.83,70.67,35.19,Manajemen Air,27.69
6955,2023,India,Punjab,Barley,430.2,6.97,4.014,2,77.52,19.13,85.36,75.64,Manajemen Air,16.4
6956,2022,Nigeria,North Central,Rice,658.01,17.28,2.547,5,88.58,17.01,64.93,67.19,Tanpa Adaptasi,22.94
6957,2003,Russia,Volga,Vegetables,2969.17,18.14,2.502,7,27.38,9.74,19.21,53.89,Tanpa Adaptasi,13.06
6958,2002,Brazil,Northeast,Fruits,2194.53,12.01,3.26,6,60.19,43.56,6.68,50.85,Tanaman Tahan Kekeringan,25.16
6959,1993,China,South,Corn,1333.29,24.6,3.249,6,38.74,26.44,7.48,87.82,Tanpa Adaptasi,27.12
6960,2001,India,Tamil Nadu,Wheat,2689.42,16.56,3.4290000000000003,5,26.46,36.52,32.63,71.41,Tanpa Adaptasi,25.27
6961,1994,Brazil,North,Rice,2467.08,1.49,0.79,7,22.83,3.86,32.37,96.73,Tanaman Tahan Kekeringan,0.62
6962,1994,Nigeria,South East,Soybeans,792.43,28.02,1.881,1,50.3,31.77,5.03,89.23,Manajemen Air,13.29
6963,2000,France,Nouvelle-Aquitaine,Fruits,1824.41,6.27,2.26,2,13.99,49.85,30.7,36.72,Tanpa Adaptasi,33.2
6964,2010,Australia,Victoria,Wheat,1786.13,22.26,2.238219358974359,3,65.96,14.54,16.33,67.67,Pertanian Organik,13.46
6965,1995,India,Maharashtra,Coffee,1141.19,3.21,1.38,9,55.39457475380484,29.42,18.5,68.0,Rotasi Tanaman,-0.32
6966,2003,Australia,Victoria,Wheat,1665.29,3.88,1.26,5,33.71,15.45,92.74,82.45,Pertanian Organik,7.19
6967,2009,Nigeria,South East,Wheat,873.78,18.75,2.238219358974359,7,77.41,44.69,26.35,90.07,Manajemen Air,24.96
6968,2003,China,South,Vegetables,2843.9,22.26,1.332,10,94.52,25.79,52.8,36.36,Tanaman Tahan Kekeringan,26.82
6969,1996,France,Provence-Alpes-Cote d’Azur,Rice,1467.03,19.25,2.196,6,26.76,4.93,88.84,80.57,Manajemen Air,7.95
6970,2005,Australia,New South Wales,Rice,508.5,7.93,2.74,7,26.9,34.09,6.44,86.77,Rotasi Tanaman,17.57
6971,1992,Nigeria,North Central,Wheat,860.56,14.59,3.71,1,97.21,22.06,15.64,47.97,Tanpa Adaptasi,33.5
6972,2003,Russia,Northwestern,Cotton,336.83,7.58,2.052,8,17.5,5.12,49.06,96.88,Manajemen Air,12.58
6973,2013,Brazil,South,Cotton,1547.89,3.95,1.61,9,13.64,32.13,81.27,96.01,Tanpa Adaptasi,24.56
6974,2004,Nigeria,North West,Corn,1836.63,11.44,3.42,1,37.67,16.76,29.79,35.55,Manajemen Air,32.28
6975,2010,Russia,Northwestern,Sugarcane,2255.23,3.17,0.68,8,31.22,48.03,4.4,69.85,Tanaman Tahan Kekeringan,0.35
6976,1993,China,North,Soybeans,1302.76,20.5,1.971,9,73.49,30.61,49.05,60.19,Rotasi Tanaman,1.47
6977,2022,China,North,Cotton,763.79,11.06,1.8,2,21.77,2.6,97.46,45.95,Tanaman Tahan Kekeringan,3.47
6978,2016,Canada,Ontario,Rice,281.88,26.66,2.385,4,19.02,41.82,72.15,43.93,Tanaman Tahan Kekeringan,17.65
6979,2003,China,Central,Coffee,1615.5030597110344,13.47,4.82,8,19.15,39.78,1.89,49.92,Manajemen Air,11.75
6980,2012,India,Punjab,Vegetables,1013.37,13.2,0.64,4,26.11,19.3,98.48,89.99,Tanaman Tahan Kekeringan,-0.7
6981,2018,USA,Northeast,Wheat,1662.98,3.45,1.29,2,44.76,19.75,36.23,94.76,Rotasi Tanaman,-2.39
6982,2001,India,Maharashtra,Corn,740.07,23.74,1.485,6,89.81,5.51,84.65,88.11,Pertanian Organik,5.12
6983,1995,Australia,Victoria,Corn,2788.48,29.01,1.773,7,11.18,14.14,19.04,63.78,Manajemen Air,34.78
6984,2003,Russia,Northwestern,Barley,1246.18,10.85,2.15,7,64.93,3.03,99.9,33.22,Tanaman Tahan Kekeringan,26.95
6985,2005,Russia,Siberian,Rice,885.22,16.96,2.25,0,43.3,20.35,94.55,34.97,Tanaman Tahan Kekeringan,0.16
6986,1993,Russia,Siberian,Soybeans,1012.47,5.96,1.76,9,69.41,44.76,21.9,91.04,Tanpa Adaptasi,8.89
6987,2014,China,North,Cotton,1615.5030597110344,1.14,1.71,5,97.42,25.94,77.57,93.38,Tanpa Adaptasi,10.57
6988,2016,Canada,Quebec,Fruits,2731.98,11.57,0.98,9,54.43,44.78,17.3,52.5,Manajemen Air,22.27
6989,1990,Brazil,Northeast,Rice,654.59,1.68,1.78,10,52.13,0.2,97.22,40.02,Rotasi Tanaman,5.47
6990,2011,Russia,Northwestern,Corn,427.81,22.15,1.539,10,96.01,36.88,72.18,94.72,Rotasi Tanaman,22.12
6991,2007,Australia,Queensland,Wheat,2690.87,11.76,1.56,7,13.17,48.28,12.18,41.44,Rotasi Tanaman,-1.39
6992,1990,Australia,New South Wales,Sugarcane,1047.96,23.75,3.177,2,81.07,11.45,29.88,85.93,Tanaman Tahan Kekeringan,26.65
6993,2015,Nigeria,North Central,Fruits,1340.5,24.04,1.449,7,71.81,15.0,13.84,48.7,Rotasi Tanaman,12.83
6994,2010,Brazil,Southeast,Coffee,1099.08,22.49,3.582,8,65.81,9.86,67.63,83.85,Tanaman Tahan Kekeringan,25.84
6995,2016,Australia,New South Wales,Cotton,1127.5,3.17,3.22,9,44.28,44.02,61.44,89.2,Manajemen Air,15.95
6996,2008,Brazil,North,Barley,1730.09,29.39,3.114,0,38.81,38.19,82.73,97.99,Rotasi Tanaman,28.33
6997,2023,France,Provence-Alpes-Cote d’Azur,Vegetables,277.6,10.7,3.114,10,55.39457475380484,38.85,73.18,67.47,Manajemen Air,32.73
6998,2018,Nigeria,North West,Fruits,481.07,4.88,3.393,9,63.53,11.68,22.09,90.46,Tanaman Tahan Kekeringan,32.07
6999,2011,USA,Northeast,Wheat,876.16,23.2,1.404,5,43.54,20.13,28.18,81.93,Tanaman Tahan Kekeringan,24.09
7000,2005,Brazil,Southeast,Soybeans,1159.44,17.08,2.592,2,31.23,18.44,23.58,45.06,Tanaman Tahan Kekeringan,14.58
7001,2001,China,North,Fruits,2332.34,6.78,3.9,0,33.96,46.72,11.49,85.68,Pertanian Organik,33.82
7002,2010,Argentina,Northwest,Corn,868.55,8.12,2.76,5,61.41,30.42,3.22,37.89,Manajemen Air,14.13
7003,2011,China,Central,Fruits,2668.63,3.87,2.63,8,97.92,36.48,32.27,44.58,Pertanian Organik,24.37
7004,2016,Australia,New South Wales,Coffee,1310.81,4.79,1.22,2,76.36,32.73,50.07,38.74,Tanpa Adaptasi,27.7
7005,1991,China,North,Cotton,242.85,28.17,0.936,9,38.44,47.26,48.42,55.28,Tanpa Adaptasi,22.85
7006,2021,Brazil,Northeast,Fruits,2453.02,25.07,1.035,2,50.36,30.27,23.12,39.95,Manajemen Air,27.12
7007,2022,Argentina,Pampas,Cotton,2034.88,1.04,3.07,5,72.2,27.2,34.69,63.07,Tanpa Adaptasi,27.24
7008,1999,Brazil,Northeast,Soybeans,1315.09,3.82,3.93,3,88.74,22.67,21.2,74.89,Tanpa Adaptasi,12.9
7009,2004,Canada,Ontario,Barley,648.63,7.21,1.7,9,58.49,35.94,60.63,76.65,Tanaman Tahan Kekeringan,10.66
7010,2015,Argentina,Northwest,Rice,900.63,18.26,0.855,2,18.34,35.77,77.36,58.2,Pertanian Organik,4.45
7011,2020,China,South,Rice,2781.32,14.89,1.35,1,92.69,25.68,97.25,44.34,Manajemen Air,1.86
7012,2020,Nigeria,South West,Coffee,1505.05,15.02,2.079,1,74.9,0.39,81.05,96.01,Tanpa Adaptasi,-1.61
7013,2004,India,Punjab,Fruits,1001.28,21.53,0.522,2,78.28,14.75,65.84,88.87,Tanpa Adaptasi,-1.46
7014,2019,China,Central,Coffee,496.84,28.7,0.99,5,55.39457475380484,47.8,55.92,36.01,Manajemen Air,0.42
7015,1993,USA,West,Rice,391.16,18.64,3.96,5,91.05,3.76,99.89,37.87,Rotasi Tanaman,18.05
7016,2001,France,Ile-de-France,Wheat,947.69,24.16,1.521,0,13.12,3.27,14.01,46.66,Tanaman Tahan Kekeringan,18.47
7017,2007,Argentina,Pampas,Barley,1923.15,15.1,3.681,6,76.49,2.63,51.75,39.31,Tanpa Adaptasi,15.73
7018,2003,Canada,British Columbia,Barley,1184.27,22.96,0.972,6,81.21,4.47,93.81,79.62,Tanaman Tahan Kekeringan,2.89
7019,2008,Australia,New South Wales,Cotton,1993.05,13.6,2.86,2,13.91,27.93,42.49,72.49,Manajemen Air,21.06
